63, 21.392555, 13.145560, 11.534592, 9.926826, 11.048113, 10.933510, 9.068437
64, 17.286012, 13.460602, 10.255275, 11.505695, 9.741059, 10.590640, 8.886909
65, 28.407971, 19.643283, 12.061468, 17.247306, 18.730823, 17.714770, 13.174524
66, 19.342600, 15.767297, 12.449242, 13.425917, 12.970905, 12.913347, 9.963958
67, 17.235993, 15.297239, 12.377318, 22.260286, 14.757952, 14.678843, 8.887514
68, 12.870272, 8.790933, 8.925123, 7.858747, 8.873470, 8.562354, 8.084113
69, 16.546907, 9.929459, 8.094728, 7.823178, 8.038388, 8.296812, 7.912710
70, 17.135236, 15.052328, 10.016926, 10.449539, 13.478087, 11.030334, 8.626282
71, 15.387602, 14.000518, 9.143597, 9.578644, 9.271185, 9.438382, 9.244104
72, 14.514025, 8.933669, 8.629840, 9.225420, 8.296864, 8.333996, 8.847471
73, 9.192002, 7.907871, 7.664669, 8.057836, 7.796406, 8.013362, 7.095368
74, 12.337033, 10.787240, 9.355088, 9.334471, 8.980885, 8.984690, 7.593993
75, 15.642647, 12.903337, 11.140436, 15.103482, 11.429921, 11.025997, 8.074764
76, 20.888811, 17.614570, 14.538353, 29.264969, 18.015286, 18.079657, 10.050951
77, 18.423470, 17.208741, 12.548041, 13.774599, 15.975727, 16.016076, 10.329435
78, 12.385426, 10.544868, 9.602950, 11.000276, 11.901485, 10.774681, 9.441762
79, 18.873407, 16.118773, 14.756561, 13.834043, 15.633904, 15.800523, 10.274620
80, 9.575867, 9.325118, 9.498109, 9.621800, 9.285128, 9.282164, 9.907482
81, 9.745137, 9.420940, 9.348852, 8.943074, 8.915925, 9.232460, 9.259125
82, 18.533012, 14.328725, 12.140981, 16.913646, 12.646872, 13.174003, 9.766493
83, 21.263199, 18.960893, 10.936724, 12.701358, 14.277798, 13.004519, 10.908362
84, 11.707045, 11.039995, 11.633494, 11.555244, 10.819551, 10.746474, 11.401448
85, 19.123107, 17.087956, 13.290879, 11.726508, 15.737813, 15.671647, 12.269102
86, 18.745680, 13.687335, 12.821378, 13.138656, 13.459865, 13.646070, 10.670790
87, 17.854101, 14.537269, 12.292703, 12.695917, 12.103253, 11.926985, 9.636135
88, 11.434809, 10.028487, 9.586286, 9.365498, 9.996966, 10.366598, 9.033514
89, 19.398255, 16.785309, 11.958251, 10.120857, 11.595517, 11.529751, 8.288266
90, 21.619721, 18.800672, 11.711799, 12.895090, 16.708532, 16.521772, 9.280927
91, 18.652957, 15.924874, 14.420845, 13.500240, 15.456913, 15.080645, 9.563821
92, 11.446995, 9.762802, 8.221892, 8.638546, 8.276949, 8.407113, 8.022048
93, 14.805266, 14.816411, 10.018252, 8.200892, 13.504860, 12.738653, 7.213956
94, 18.706253, 14.956125, 12.528427, 25.379649, 15.473210, 15.140234, 8.320863
95, 10.605095, 9.574829, 9.427407, 9.754265, 9.385380, 9.411846, 9.263527
96, 19.925117, 16.427164, 12.054441, 19.308301, 15.658095, 15.707360, 10.490665
97, 18.481977, 15.567574, 13.862815, 16.768698, 16.687256, 16.822903, 9.952061
98, 20.111108, 16.554937, 15.783641, 13.401211, 14.942217, 15.114079, 8.512934
99, 18.636039, 15.132974, 12.309740, 12.373451, 12.522696, 12.600302, 8.740347
